Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,806.69,773.91,741.12,2022-07
Tarifa No Residencial,Industrial y Comercial,Valor único,880.03,844.26,808.5,2022-07
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,733.36,703.55,673.75,2022-07
Tarifa Residencial,Estrato 1,Rango 0 - CS,293.34,281.42,269.5,2022-07
Tarifa Residencial,Estrato 1,Rango > CS,733.36,703.55,673.75,2022-07
Tarifa Residencial,Estrato 2,Rango 0 - CS,366.68,351.78,336.87,2022-07
Tarifa Residencial,Estrato 2,Rango > CS,733.36,703.55,673.75,2022-07
Tarifa Residencial,Estrato 3,Rango 0 - CS,623.36,598.02,572.68,2022-07
Tarifa Residencial,Estrato 3,Rango > CS,733.36,703.55,673.75,2022-07
Tarifa Residencial,Estrato 4,Todo el consumo,733.36,703.55,673.75,2022-07
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,880.03,844.26,808.5,2022-07
Tarifa Áreas Comunes,Con contribución,Valor único,880.03,844.26,808.5,2022-07
Tarifa Áreas Comunes,Sin contribución,Valor único,733.36,703.55,673.75,2022-07
