Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,825.6,791.23,756.86,2022-11
Tarifa No Residencial,Industrial y Comercial,Valor único,900.65,863.16,825.66,2022-11
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,750.54,719.3,688.05,2022-11
Tarifa Residencial,Estrato 1,Rango 0 - CS,301.48,288.93,276.38,2022-11
Tarifa Residencial,Estrato 1,Rango > CS,750.54,719.3,688.05,2022-11
Tarifa Residencial,Estrato 2,Rango 0 - CS,376.85,361.16,345.47,2022-11
Tarifa Residencial,Estrato 2,Rango > CS,750.54,719.3,688.05,2022-11
Tarifa Residencial,Estrato 3,Rango 0 - CS,637.96,611.41,584.85,2022-11
Tarifa Residencial,Estrato 3,Rango > CS,750.54,719.3,688.05,2022-11
Tarifa Residencial,Estrato 4,Todo el consumo,750.54,719.3,688.05,2022-11
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,900.65,863.16,825.66,2022-11
Tarifa Áreas Comunes,Con contribución,Valor único,900.65,863.16,825.66,2022-11
Tarifa Áreas Comunes,Sin contribución,Valor único,750.54,719.3,688.05,2022-11
