Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,684.02,656.22,628.42,2022-01
Tarifa No Residencial,Industrial y Comercial,Valor único,746.21,715.88,685.55,2022-01
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,621.84,596.57,571.29,2022-01
Tarifa Residencial,Estrato 1,Rango 0 - CS,248.74,238.63,228.52,2022-01
Tarifa Residencial,Estrato 1,Rango > CS,621.84,596.57,571.29,2022-01
Tarifa Residencial,Estrato 2,Rango 0 - CS,310.92,298.28,285.65,2022-01
Tarifa Residencial,Estrato 2,Rango > CS,621.84,596.57,571.29,2022-01
Tarifa Residencial,Estrato 3,Rango 0 - CS,528.56,507.08,485.6,2022-01
Tarifa Residencial,Estrato 3,Rango > CS,621.84,596.57,571.29,2022-01
Tarifa Residencial,Estrato 4,Todo el consumo,621.84,596.57,571.29,2022-01
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,746.21,715.88,685.55,2022-01
Tarifa Áreas Comunes,Con contribución,Valor único,746.21,715.88,685.55,2022-01
Tarifa Áreas Comunes,Sin contribución,Valor único,621.84,596.57,571.29,2022-01
