Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,927.15,895.24,863.33,2024-06
Tarifa No Residencial,Industrial y Comercial,Valor único,1011.44,976.63,941.82,2024-06
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,842.86,813.86,784.85,2024-06
Tarifa Residencial,Estrato 1,Rango 0 - CS,379.09,367.35,355.61,2024-06
Tarifa Residencial,Estrato 1,Rango > CS,842.86,813.86,784.85,2024-06
Tarifa Residencial,Estrato 2,Rango 0 - CS,473.86,459.19,444.52,2024-06
Tarifa Residencial,Estrato 2,Rango > CS,842.86,813.86,784.85,2024-06
Tarifa Residencial,Estrato 3,Rango 0 - CS,716.43,691.78,667.12,2024-06
Tarifa Residencial,Estrato 3,Rango > CS,842.86,813.86,784.85,2024-06
Tarifa Residencial,Estrato 4,Todo el consumo,842.86,813.86,784.85,2024-06
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,1011.44,976.63,941.82,2024-06
Tarifa Áreas Comunes,Con contribución,Valor único,1011.44,976.63,941.82,2024-06
Tarifa Áreas Comunes,Sin contribución,Valor único,842.86,813.86,784.85,2024-06
