Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,544.74,525.11,505.49,2018-08
Tarifa No Residencial,Industrial y Comercial,Valor único,594.26,572.85,551.44,2018-08
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,495.22,477.37,459.53,2018-08
Tarifa Residencial,Estrato 1,Rango 0 - CS,213.23,205.25,197.12,2018-08
Tarifa Residencial,Estrato 1,Rango > CS,495.22,477.37,459.53,2018-08
Tarifa Residencial,Estrato 2,Rango 0 - CS,266.54,256.56,246.4,2018-08
Tarifa Residencial,Estrato 2,Rango > CS,495.22,477.37,459.53,2018-08
Tarifa Residencial,Estrato 3,Rango 0 - CS,420.93,405.77,390.6,2018-08
Tarifa Residencial,Estrato 3,Rango > CS,495.22,477.37,459.53,2018-08
Tarifa Residencial,Estrato 4,Todo el consumo,495.22,477.37,459.53,2018-08
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,594.26,572.85,551.44,2018-08
Tarifa Áreas Comunes,Con contribución,Valor único,594.26,572.85,551.44,2018-08
Tarifa Áreas Comunes,Sin contribución,Valor único,495.22,477.37,459.53,2018-08
