Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,535.02,515.54,496.07,2018-04
Tarifa No Residencial,Industrial y Comercial,Valor único,583.66,562.41,541.16,2018-04
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,486.38,468.68,450.97,2018-04
Tarifa Residencial,Estrato 1,Rango 0 - CS,211.66,203.73,195.66,2018-04
Tarifa Residencial,Estrato 1,Rango > CS,486.38,468.68,450.97,2018-04
Tarifa Residencial,Estrato 2,Rango 0 - CS,264.57,254.66,244.58,2018-04
Tarifa Residencial,Estrato 2,Rango > CS,486.38,468.68,450.97,2018-04
Tarifa Residencial,Estrato 3,Rango 0 - CS,413.42,398.37,383.32,2018-04
Tarifa Residencial,Estrato 3,Rango > CS,486.38,468.68,450.97,2018-04
Tarifa Residencial,Estrato 4,Todo el consumo,486.38,468.68,450.97,2018-04
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,583.66,562.41,541.16,2018-04
Tarifa Áreas Comunes,Con contribución,Valor único,583.66,562.41,541.16,2018-04
Tarifa Áreas Comunes,Sin contribución,Valor único,486.38,468.68,450.97,2018-04
