Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,857.43,821.74,786.04,2023-02
Tarifa No Residencial,Industrial y Comercial,Valor único,935.38,896.45,857.5,2023-02
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,779.48,747.04,714.59,2023-02
Tarifa Residencial,Estrato 1,Rango 0 - CS,313.1,300.07,287.03,2023-02
Tarifa Residencial,Estrato 1,Rango > CS,779.48,747.04,714.59,2023-02
Tarifa Residencial,Estrato 2,Rango 0 - CS,391.37,375.08,358.79,2023-02
Tarifa Residencial,Estrato 2,Rango > CS,779.48,747.04,714.59,2023-02
Tarifa Residencial,Estrato 3,Rango 0 - CS,662.56,634.98,607.4,2023-02
Tarifa Residencial,Estrato 3,Rango > CS,779.48,747.04,714.59,2023-02
Tarifa Residencial,Estrato 4,Todo el consumo,779.48,747.04,714.59,2023-02
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,935.38,896.45,857.5,2023-02
Tarifa Áreas Comunes,Con contribución,Valor único,935.38,896.45,857.5,2023-02
Tarifa Áreas Comunes,Sin contribución,Valor único,779.48,747.04,714.59,2023-02
