Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,653.39,626.83,600.28,2021-07
Tarifa No Residencial,Industrial y Comercial,Valor único,712.79,683.82,654.85,2021-07
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,593.99,569.85,545.71,2021-07
Tarifa Residencial,Estrato 1,Rango 0 - CS,237.6,227.94,218.28,2021-07
Tarifa Residencial,Estrato 1,Rango > CS,593.99,569.85,545.71,2021-07
Tarifa Residencial,Estrato 2,Rango 0 - CS,296.99,284.92,272.85,2021-07
Tarifa Residencial,Estrato 2,Rango > CS,593.99,569.85,545.71,2021-07
Tarifa Residencial,Estrato 3,Rango 0 - CS,504.89,484.37,463.85,2021-07
Tarifa Residencial,Estrato 3,Rango > CS,593.99,569.85,545.71,2021-07
Tarifa Residencial,Estrato 4,Todo el consumo,593.99,569.85,545.71,2021-07
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,712.79,683.82,654.85,2021-07
Tarifa Áreas Comunes,Con contribución,Valor único,712.79,683.82,654.85,2021-07
Tarifa Áreas Comunes,Sin contribución,Valor único,593.99,569.85,545.71,2021-07
