Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,678.6,651.01,623.43,2021-12
Tarifa No Residencial,Industrial y Comercial,Valor único,740.29,710.2,680.11,2021-12
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,616.9,591.83,566.76,2021-12
Tarifa Residencial,Estrato 1,Rango 0 - CS,246.76,236.73,226.7,2021-12
Tarifa Residencial,Estrato 1,Rango > CS,616.9,591.83,566.76,2021-12
Tarifa Residencial,Estrato 2,Rango 0 - CS,308.45,295.92,283.38,2021-12
Tarifa Residencial,Estrato 2,Rango > CS,616.9,591.83,566.76,2021-12
Tarifa Residencial,Estrato 3,Rango 0 - CS,524.37,503.06,481.74,2021-12
Tarifa Residencial,Estrato 3,Rango > CS,616.9,591.83,566.76,2021-12
Tarifa Residencial,Estrato 4,Todo el consumo,616.9,591.83,566.76,2021-12
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,740.29,710.2,680.11,2021-12
Tarifa Áreas Comunes,Con contribución,Valor único,740.29,710.2,680.11,2021-12
Tarifa Áreas Comunes,Sin contribución,Valor único,616.9,591.83,566.76,2021-12
