Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,637.94,612.01,586.08,2021-03
Tarifa No Residencial,Industrial y Comercial,Valor único,695.93,667.65,639.36,2021-03
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,579.94,556.37,532.8,2021-03
Tarifa Residencial,Estrato 1,Rango 0 - CS,231.98,222.55,213.12,2021-03
Tarifa Residencial,Estrato 1,Rango > CS,579.94,556.37,532.8,2021-03
Tarifa Residencial,Estrato 2,Rango 0 - CS,289.97,278.19,266.4,2021-03
Tarifa Residencial,Estrato 2,Rango > CS,579.94,556.37,532.8,2021-03
Tarifa Residencial,Estrato 3,Rango 0 - CS,492.95,472.92,452.88,2021-03
Tarifa Residencial,Estrato 3,Rango > CS,579.94,556.37,532.8,2021-03
Tarifa Residencial,Estrato 4,Todo el consumo,579.94,556.37,532.8,2021-03
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,695.93,667.65,639.36,2021-03
Tarifa Áreas Comunes,Con contribución,Valor único,695.93,667.65,639.36,2021-03
Tarifa Áreas Comunes,Sin contribución,Valor único,579.94,556.37,532.8,2021-03
