Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,517.66,498.25,478.85,2017-12
Tarifa No Residencial,Industrial y Comercial,Valor único,564.72,543.55,522.38,2017-12
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,470.6,452.96,435.32,2017-12
Tarifa Residencial,Estrato 1,Rango 0 - CS,207.56,199.79,191.87,2017-12
Tarifa Residencial,Estrato 1,Rango > CS,470.6,452.96,435.32,2017-12
Tarifa Residencial,Estrato 2,Rango 0 - CS,259.45,249.73,239.84,2017-12
Tarifa Residencial,Estrato 2,Rango > CS,470.6,452.96,435.32,2017-12
Tarifa Residencial,Estrato 3,Rango 0 - CS,400.01,385.01,370.02,2017-12
Tarifa Residencial,Estrato 3,Rango > CS,470.6,452.96,435.32,2017-12
Tarifa Residencial,Estrato 4,Todo el consumo,470.6,452.96,435.32,2017-12
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,564.72,543.55,522.38,2017-12
Tarifa Áreas Comunes,Con contribución,Valor único,564.72,543.55,522.38,2017-12
Tarifa Áreas Comunes,Sin contribución,Valor único,470.6,452.96,435.32,2017-12
