Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,491.88,472.8,453.72,2017-01
Tarifa No Residencial,Industrial y Comercial,Valor único,536.59,515.78,494.97,2017-01
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,447.16,429.82,412.48,2017-01
Tarifa Residencial,Estrato 1,Rango 0 - CS,200.21,192.71,185.08,2017-01
Tarifa Residencial,Estrato 1,Rango > CS,447.16,429.82,412.48,2017-01
Tarifa Residencial,Estrato 2,Rango 0 - CS,250.26,240.89,231.34,2017-01
Tarifa Residencial,Estrato 2,Rango > CS,447.16,429.82,412.48,2017-01
Tarifa Residencial,Estrato 3,Rango 0 - CS,380.09,365.35,350.61,2017-01
Tarifa Residencial,Estrato 3,Rango > CS,447.16,429.82,412.48,2017-01
Tarifa Residencial,Estrato 4,Todo el consumo,447.16,429.82,412.48,2017-01
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,536.59,515.78,494.97,2017-01
Tarifa Áreas Comunes,Con contribución,Valor único,536.59,515.78,494.97,2017-01
Tarifa Áreas Comunes,Sin contribución,Valor único,447.16,429.82,412.48,2017-01
