Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,578.05,557.37,536.68,2019-08
Tarifa No Residencial,Industrial y Comercial,Valor único,630.6,608.04,585.47,2019-08
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,525.5,506.7,487.89,2019-08
Tarifa Residencial,Estrato 1,Rango 0 - CS,221.31,213.02,204.58,2019-08
Tarifa Residencial,Estrato 1,Rango > CS,525.5,506.7,487.89,2019-08
Tarifa Residencial,Estrato 2,Rango 0 - CS,276.64,266.28,255.73,2019-08
Tarifa Residencial,Estrato 2,Rango > CS,525.5,506.7,487.89,2019-08
Tarifa Residencial,Estrato 3,Rango 0 - CS,446.68,430.69,414.71,2019-08
Tarifa Residencial,Estrato 3,Rango > CS,525.5,506.7,487.89,2019-08
Tarifa Residencial,Estrato 4,Todo el consumo,525.5,506.7,487.89,2019-08
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,630.6,608.04,585.47,2019-08
Tarifa Áreas Comunes,Con contribución,Valor único,630.6,608.04,585.47,2019-08
Tarifa Áreas Comunes,Sin contribución,Valor único,525.5,506.7,487.89,2019-08
