Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,571.19,550.24,529.28,2019-12
Tarifa No Residencial,Industrial y Comercial,Valor único,623.12,600.26,577.4,2019-12
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,519.27,500.22,481.17,2019-12
Tarifa Residencial,Estrato 1,Rango 0 - CS,222.6,214.26,205.78,2019-12
Tarifa Residencial,Estrato 1,Rango > CS,519.27,500.22,481.17,2019-12
Tarifa Residencial,Estrato 2,Rango 0 - CS,278.25,267.83,257.22,2019-12
Tarifa Residencial,Estrato 2,Rango > CS,519.27,500.22,481.17,2019-12
Tarifa Residencial,Estrato 3,Rango 0 - CS,441.38,425.18,408.99,2019-12
Tarifa Residencial,Estrato 3,Rango > CS,519.27,500.22,481.17,2019-12
Tarifa Residencial,Estrato 4,Todo el consumo,519.27,500.22,481.17,2019-12
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,623.12,600.26,577.4,2019-12
Tarifa Áreas Comunes,Con contribución,Valor único,623.12,600.26,577.4,2019-12
Tarifa Áreas Comunes,Sin contribución,Valor único,519.27,500.22,481.17,2019-12
