Sección,Subsección,Tipo,Propiedad EPM,Propiedad Compartido,Propiedad Cliente,Periodo Consumo
Tarifa No Residencial,ESPD\*,Valor único,479.54,461.58,443.3,2015-12
Tarifa No Residencial,Industrial y Comercial,Valor único,523.13,503.54,483.6,2015-12
Tarifa No Residencial,Oficial y Exentos de Contribución,Valor único,435.94,419.62,403.0,2015-12
Tarifa Residencial,Estrato 1,Rango 0 - CS,177.53,170.49,164.1,2015-12
Tarifa Residencial,Estrato 1,Rango > CS,435.94,419.62,403.0,2015-12
Tarifa Residencial,Estrato 2,Rango 0 - CS,221.91,213.12,205.12,2015-12
Tarifa Residencial,Estrato 2,Rango > CS,435.94,419.62,403.0,2015-12
Tarifa Residencial,Estrato 3,Rango 0 - CS,370.55,356.67,342.55,2015-12
Tarifa Residencial,Estrato 3,Rango > CS,435.94,419.62,403.0,2015-12
Tarifa Residencial,Estrato 4,Todo el consumo,435.94,419.62,403.0,2015-12
Tarifa Residencial,Estrato 5 y 6,Todo el consumo,523.13,503.54,483.6,2015-12
Tarifa Áreas Comunes,Con contribución,Valor único,523.13,503.54,483.6,2015-12
Tarifa Áreas Comunes,Sin contribución,Valor único,435.94,419.62,403.0,2015-12
